,pilot3_identifier,sentence,sent_identifier,cond,cond_selection,sent_identifier_old_orig_pilot3.1,sent_cat,sent_cat_add,drop_bool,change_bool,mean_mem
882,pilot3sessM.0883,I thought it was very unique.,cornellmov.6.036406,T,random,cornellmov.0222695,,,,,0.7420294092362397
883,pilot3sessM.0884,I'll tell you that joke again.,cornellmov.6.022308,T,random,cornellmov.0131983,,,,,0.7573982424657143
884,pilot3sessM.0885,I've continued working on the case!,cornellmov.6.000803,T,random,cornellmov.0004555,,,,,0.7389514402944451
885,pilot3sessM.0886,You're the one who started it.,cornellmov.6.009706,T,random,cornellmov.0055299,,,1.0,,0.7515055542464716
886,pilot3sessM.0887,I'm getting custody of the kids.,cornellmov.6.023145,T,random,cornellmov.0137631,,,,,0.7603114623459652
887,pilot3sessM.0888,Tell them I needed a rest.,cornellmov.6.019208,T,random,cornellmov.0112244,com,,,,0.7408954219674078
888,pilot3sessM.0889,"It was a shark, wasn't it?",cornellmov.6.033004,T,random,cornellmov.0200559,Q,,,,0.7635315176227929
889,pilot3sessM.0890,I thought that you were anyway.,cornellmov.6.004475,T,random,cornellmov.0025152,,,,,0.7477396172888552
890,pilot3sessM.0891,"No Legal, Tax or Investment Advice.",law.6.000191,T,random,law.010827,NAS,,,,0.7670879484563828
891,pilot3sessM.0892,AWA shall provide applicable training materials.,law.6.000045,T,random,law.001638,,,,,0.7524421450706655
892,pilot3sessM.0893,Opinion of Counsel for the Underwriters.,law.6.000248,T,random,law.015125,NAS,NP,,,0.7447554707498184
893,pilot3sessM.0894,Letters of Credit Issued for Subsidiaries.,law.6.000076,T,random,law.003235,NAS,NP,,,0.7556722925177315
894,pilot3sessM.0895,Transfers out of the bargaining unit.,law.6.000113,T,random,law.005668,NAS,,,,0.7599408763071843
895,pilot3sessM.0896,Rb binds more than 100 proteins.,med.6.000016,T,random,med.002360,,,,,0.7805133352209715
896,pilot3sessM.0897,As with ectopic division and apoptosis.,med.6.000015,T,random,med.002353,NAS,,,,0.783826380919614
897,pilot3sessM.0898,Section ISH using rat Shh probe.,med.6.000002,T,random,med.000439,NAS,,,,0.8074119867684321
898,pilot3sessM.0899,Two independent compounds tested in Tg2576.,med.6.000005,T,random,med.000975,NAS,,,,0.7839834363743767
899,pilot3sessM.0900,The mutant allele lacks exon 14.,med.6.000001,T,random,med.000351,,,,,0.8018131298502097
900,pilot3sessM.0901,But two groups are in confrontation.,ud.6.000185,T,random,ud.03484,,,,,0.7537837895770201
901,pilot3sessM.0902,Oh Hjalmar Wentz must have been.,ud.6.000755,T,random,ud.12976,,,,,0.7930315707182064
902,pilot3sessM.0903,Well kept facility with friendly staff.,ud.6.000985,T,random,ud.18039,NAS,NP,,,0.7333206753913873
903,pilot3sessM.0904,Passport needed for international boat cruise?,ud.6.000754,T,random,ud.12968,NAS,Q,,,0.7633275216640465
904,pilot3sessM.0905,We'd only met ten minutes before.,ud.6.000576,T,random,ud.10169,,,,,0.7742691302515902
905,pilot3sessM.0906,Hey kido u made me smile.,ud.6.000005,T,random,ud.00070,NAS,,,,0.7871476542043861
906,pilot3sessM.0907,"After that, what do we do?",ud.6.000561,T,random,ud.09904,Q,,,,0.77369825830799
907,pilot3sessM.0908,The place is chill and comfortable.,ud.6.000738,T,random,ud.12720,,,,,0.7445004595578014
908,pilot3sessM.0909,"Nice selection, very clean, friendly staff!",ud.6.000958,T,random,ud.17426,NAS,NP,,,0.7337053578050475
909,pilot3sessM.0910,The drawstring just completes the fit.,ud.6.000818,T,random,ud.14492,,,,,0.7578357814109249
910,pilot3sessM.0911,Wishing your husband a happy birthday!,ud.6.000930,T,random,ud.16879,NAS,,,,0.7652167806493498
911,pilot3sessM.0912,Asked her question and did nothing.,ud.6.000136,T,random,ud.02629,NAS,,,,0.758734429659703
912,pilot3sessM.0913,Five Toes: Silkies have five toes.,ud.6.000571,T,random,ud.10055,NAS,,,,0.7816446446119819
913,pilot3sessM.0914,"Just then, the front door slammed.",ud.6.000771,T,random,ud.13410,,,,,0.7538757864472942
914,pilot3sessM.0915,Just received from your flower store.,ud.6.000870,T,random,ud.15668,NAS,,,,0.7741884367433869
915,pilot3sessM.0916,She manifested him at another level.,ud.6.000814,T,random,ud.14359,,,,,0.7499590122547315
916,pilot3sessM.0917,"In brief, inferiors salute superiors first.",ud.6.000305,T,random,ud.05470,,,,,0.7849196951674742
917,pilot3sessM.0918,I give this dealer an A+!,ud.6.000822,T,random,ud.14536,,,,,0.7582194941060955
918,pilot3sessM.0919,The stewardesses are furious with them.,ud.6.000402,T,random,ud.07326,,,,,0.7573219684754902
919,pilot3sessM.0920,"Well, this may be an exception.",ud.6.000996,T,random,ud.18299,,,,,0.7555680920957603
920,pilot3sessM.0921,The pancakes are to die for.,ud.6.000979,T,random,ud.17885,,,,,0.7715701401128641
921,pilot3sessM.0922,Both Tina and Vicky are excellent.,ud.6.000426,T,random,ud.07740,,,,,0.7706574671957322
922,pilot3sessM.0923,"He's been frantic, the woman explained.",ud.6.000123,T,random,ud.02407,,,,,0.7493744529175825
923,pilot3sessM.0924,Don't be in a hurry though.,ud.6.000700,T,random,ud.12122,com,,,,0.7608186346873217
924,pilot3sessM.0925,It's even made out to you.,ud.6.001013,T,random,ud.18637,,,,,0.7466242030973652
925,pilot3sessM.0926,"Goode was born in Exeter, Devon.",ud.6.000072,T,random,ud.01429,,,,,0.808686443169507
926,pilot3sessM.0927,Admin coordinators do primarily administrative work.,ud.6.000278,T,random,ud.04937,,,,1.0,0.771241997113357
927,pilot3sessM.0928,They have fabulous French toast too.,ud.6.000752,T,random,ud.12931,,,,,0.7755006778319329
928,pilot3sessM.0929,There is no subterfuge in you.,ud.6.000983,T,random,ud.17970,,,,,0.7691780921697849
929,pilot3sessM.0930,Labor shifted from farming to mining.,ud.6.000852,T,random,ud.15255,,,,,0.7707346008631314
930,pilot3sessM.0931,I am really proud of her.,ud.6.000160,T,random,ud.02967,,,,,0.7572799508846791
931,pilot3sessM.0932,Should we set a date now?,ud.6.000575,T,random,ud.10136,Q,,,,0.7603037433303279
932,pilot3sessM.0933,I was amazed and really excited.,ud.6.000090,T,random,ud.01853,,,,,0.7364753555147462
933,pilot3sessM.0934,Carve one in your chosen medium.,ud.6.000199,T,random,ud.03626,com,,,,0.7604712604823197
934,pilot3sessM.0935,Sometimes he stood up for exercise.,ud.6.000975,T,random,ud.17819,,,,,0.7366483604087076
935,pilot3sessM.0936,Mayko is relating to the Japanese.,ud.6.000469,T,random,ud.08463,,,,,0.7612656357993881
936,pilot3sessM.0937,Estimated electricity use in residential sector.,ud.6.000000,T,random,ud.00002,NAS,NP,,,0.7715517209985987
937,pilot3sessM.0938,What are the startup costs involved?,ud.6.000167,T,random,ud.03090,Q,,,,0.7495506823134072
938,pilot3sessM.0939,He remained thoughtful for a moment.,ud.6.000280,T,random,ud.04943,,,,,0.7291011895790814
939,pilot3sessM.0940,But then again he could be!,ud.6.000021,T,random,ud.00287,,,,,0.7468147031059305
940,pilot3sessM.0941,Thank you or your feed back.,ud.6.000644,T,random,ud.11199,NAS,,,,0.762641806032868
941,pilot3sessM.0942,Paying special attention to the eyes.,ud.6.000531,T,random,ud.09421,NAS,,,,0.7413652238635041
942,pilot3sessM.0943,Their food and sweets are awesome.,ud.6.001041,T,random,ud.19010,,,,,0.7719419312662462
943,pilot3sessM.0944,And yet it's come so quickly.,ud.6.000043,T,random,ud.00831,,,,,0.7435384976911429
944,pilot3sessM.0945,Miramar was founded September 20 1888.,ud.6.000213,T,random,ud.03912,,,,,0.8216977628844497
945,pilot3sessM.0946,"They will, however, cost a bunch.",ud.6.000792,T,random,ud.13897,,,,,0.7439172143256987
946,pilot3sessM.0947,It is not just company longevity.,ud.6.000249,T,random,ud.04438,,,,,0.7557518092531593
947,pilot3sessM.0948,My favorite so far in Bellevue.,ud.6.000013,T,random,ud.00161,NAS,,,,0.7859149603087006
948,pilot3sessM.0949,The service at Instep was great!!,ud.6.000728,T,random,ud.12537,,,,,0.7676471196056524
949,pilot3sessM.0950,I would recommend them to anyone!,ud.6.000214,T,random,ud.03933,,,,,0.7366407743132898
950,pilot3sessM.0951,They always stand up for capital.,wsj.6.002733,T,random,wsj.496884,,,,,0.7410588382375761
951,pilot3sessM.0952,Merck disputed the study as flawed.,wsj.6.002355,T,random,wsj.427886,,,,,0.7853249535071223
952,pilot3sessM.0953,"""I think it's overblown,"" he said.",wsj.6.001339,T,random,wsj.245056,,,,,0.7736481675874907
953,pilot3sessM.0954,The remaining 10% is net profit.,wsj.6.001772,T,random,wsj.319959,,,,,0.7666150763499503
954,pilot3sessM.0955,Initial budget estimate: about $40 million.,wsj.6.001753,T,random,wsj.317841,NAS,,,,0.7803284051247982
955,pilot3sessM.0956,"But please, not Mr. Boutros-Ghali again.",wsj.6.002013,T,random,wsj.364495,NAS,,,,0.7717093793404448
956,pilot3sessM.0957,Some rivals are already making inroads.,wsj.6.002150,T,random,wsj.391690,,,,,0.7499072136573545
957,pilot3sessM.0958,The Clinton White House was silent.,wsj.6.002099,T,random,wsj.380301,,,,,0.7669045804374376
958,pilot3sessM.0959,Hope is indeed a wonderful thing.,wsj.6.001402,T,random,wsj.256136,,,,,0.7495367932992613
959,pilot3sessM.0960,They want quality at low cost.,wsj.6.002992,T,random,wsj.542226,,,,,0.760496825748163
960,pilot3sessM.0961,Here are details from the auction:,wsj.6.001604,T,random,wsj.294509,,,,,0.7684936406157848
961,pilot3sessM.0962,The bill became law in April.,wsj.6.000844,T,random,wsj.154547,,,,,0.7941799492719211
962,pilot3sessM.0963,That's where Dr. Angell comes in.,wsj.6.002879,T,random,wsj.520864,,,,,0.7983494188096505
963,pilot3sessM.0964,Revco wouldn't comment on its plans.,wsj.6.000149,T,random,wsj.026927,,,,,0.7721827104482276
964,pilot3sessM.0965,And how do you get one?,wsj.6.002066,T,random,wsj.374124,Q,,,,0.7548644259510819
965,pilot3sessM.0966,This is a romance after all.,wsj.6.000977,T,random,wsj.181504,,,,,0.7604702531803627
966,pilot3sessM.0967,The chief complaint for phonics advocates:,wsj.6.001720,T,random,wsj.312617,,,1.0,,0.7588209173428965
967,pilot3sessM.0968,They want prices to remain stable.,wsj.6.001050,T,random,wsj.193660,,,,,0.7379185563389438
968,pilot3sessM.0969,Coupon three-month London Interbank Offered Rate.,wsj.6.000293,T,random,wsj.051229,NAS,,,,0.8041914610649994
969,pilot3sessM.0970,Terms of the transaction weren't disclosed.,wsj.6.000452,T,random,wsj.083501,,,,,0.7419582677924274
970,pilot3sessM.0971,"Fleet National Bank, Hartford, is trustee.",wsj.6.001629,T,random,wsj.298417,,,,,0.7893236434103069
971,pilot3sessM.0972,But that argument isn't always convincing.,wsj.6.001436,T,random,wsj.262051,,,,,0.7354837048764824
972,pilot3sessM.0973,We think it's straight business sense.,wsj.6.002597,T,random,wsj.472252,,,,,0.7466512594069664
973,pilot3sessM.0974,The redemption date is March 1.,wsj.6.001509,T,random,wsj.275603,,,,,0.7991916071189128
974,pilot3sessM.0975,The two companies declined to comment.,wsj.6.000310,T,random,wsj.056343,,,,,0.7515316618591102
975,pilot3sessM.0976,Mr. Guarino has denied the charges.,wsj.6.000899,T,random,wsj.164400,,,,,0.7588743747424491
976,pilot3sessM.0977,"What's more, the news repeats itself.",wsj.6.002620,T,random,wsj.475838,,,,,0.7636181445765851
977,pilot3sessM.0978,Justice Singh asks the government's lawyer.,wsj.6.001380,T,random,wsj.252413,,,,,0.7703086437786552
978,pilot3sessM.0979,Page proofs were at the printer.,wsj.6.000137,T,random,wsj.025720,,,,,0.7749484502795227
979,pilot3sessM.0980,One executive even bought additional shares.,wsj.6.002523,T,random,wsj.459296,,,,,0.7627294973693024
980,pilot3sessM.0981,Those incremental minutes are very profitable.,wsj.6.000850,T,random,wsj.154981,,,,,0.7296934808131557
981,pilot3sessM.0982,"Now ""the easy comparisons are over.""",wsj.6.001298,T,random,wsj.239090,,,,,0.7569789323763643
982,pilot3sessM.0983,That's why we're talking about taxes.,wsj.6.002750,T,random,wsj.499417,,,,,0.7683506360929085
983,pilot3sessM.0984,But that could cause another problem:,wsj.6.000944,T,random,wsj.174628,,,,,0.7538993890781355
984,pilot3sessM.0985,So trial-and-error printing can get costly.,wsj.6.000972,T,random,wsj.180978,,,,,0.7571705733265351
985,pilot3sessM.0986,"Before that, he had no records.",wsj.6.000590,T,random,wsj.108470,,,,,0.7648478729339429
986,pilot3sessM.0987,His catch: three top phone reps.,wsj.6.002652,T,random,wsj.480768,NAS,,,,0.7510811783945487
987,pilot3sessM.0988,Coldwell Banker Previews had the listing.,wsj.6.001789,T,random,wsj.322846,,,,,0.7689374318199862
988,pilot3sessM.0989,You're still going to get hooked.,wsj.6.000799,T,random,wsj.147937,,,,,0.7465961939516498
989,pilot3sessM.0990,Then it escaped onto the Internet.,wsj.6.001595,T,random,wsj.293574,,,,,0.7593883677858267
990,pilot3sessM.0991,Sales in Europe were up 2%.,wsj.6.000100,T,random,wsj.019378,,,,,0.7746456844559318
991,pilot3sessM.0992,"He allegedly bought 15,000 Skybox shares.",wsj.6.001765,T,random,wsj.319210,,,,,0.784042282200914
992,pilot3sessM.0993,It's extremely touching and extremely funny.,wsj.6.001980,T,random,wsj.360194,,,,,0.7421339384498594
993,pilot3sessM.0994,But that is a minor factor.,wsj.6.000064,T,random,wsj.013534,,,,,0.7456149963983694
994,pilot3sessM.0995,He's taught me that by example.,wsj.6.002015,T,random,wsj.364935,,,,,0.7651956170075636
995,pilot3sessM.0996,Laboratory Corp. officials couldn't be reached.,wsj.6.001988,T,random,wsj.361147,,,,,0.756309689888179
996,pilot3sessM.0997,Sussex also acquired Spy in 1994.,wsj.6.002158,T,random,wsj.392530,,,,,0.8041960855899474
997,pilot3sessM.0998,The kids play in the street.,wsj.6.002842,T,random,wsj.515502,,,,,0.7867833814659693
998,pilot3sessM.0999,"Eventually the bleeding stopped, buying time.",wsj.6.000449,T,random,wsj.082746,,,,,0.7564543000962008
999,pilot3sessM.1000,But many U.S. customs confuse them.,wsj.6.001810,T,random,wsj.325332,,,,,0.7414254318138056
