reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,But he certainly was not sober.,But he certainly was not sober.,0.7401724071,,,,torontofantasy.6.296203,torontofantasy.3878506,False
,We're missing three and the Sergeant.,We're missing three and the Sergeant.,0.7556054798,,,,cornellmov.6.016746,cornellmov.0096383,False
,Savannah stirs briefly in my arms.,Savannah stirs briefly in my arms.,0.776449608,,,,torontofantasy.6.043278,torontofantasy.629422,False
,"Vijay Vaitheeswaran of ""The Economist"" magazine.","Vijay Vaitheeswaran of "" The Economist "" magazine.",0.7869383184,,,,cocaspok2001.6.004275,cocaspok2001.0068027,True
,We should not fight each other.,We should not fight each other.,0.7444887585,,,,cocaspok2006.6.000564,cocaspok2006.0008564,False
,"You wanna eat them, don't you!","You wanna eat them, don't you!",0.7634887032,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04016788,False
,I tried something like 30 times.,I tried something like 30 times.,0.7715938747,,,,cornellmov.6.025183,cornellmov.0150889,False
,So now you'll have a mother.,So now you'll have a mother.,0.7681812918,,,,cornellmov.6.011679,cornellmov.0066249,False
,"Well, I'm a little confused here.","Well, I'm a little confused here.",0.759943439,,,,cornellmov.6.007729,cornellmov.0044131,False
,But I didn't want him dead.,But I didn't want him dead.,0.7703834617,,,,torontomyst.6.113565,torontomyst.1503155,False
,Kingsley was instantly on the alert.,Kingsley was instantly on the alert.,0.7504522134,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03507038,False
,"Go ahead, it's no big deal.","Go ahead, it's no big deal.",0.7753359474,,,,torontomyst.6.074008,torontomyst.1021489,False
,These were not tourists with Instamatics.,"""These were not tourists with Instamatics.""",0.7467704429,,,,wsj.6.001012,wsj.186953,True
,That's how we'll get to him.,That's how we'll get to him.,0.7470058817,,,,cornellmov.6.032462,cornellmov.0197327,False
,That's what I been thinkin' about.,That's what I been thinkin' about.,0.7657309537,,,,cornellmov.6.038252,cornellmov.0234674,False
,This in contast to the gastropods.,This in contast to the gastropods.,0.7723731277,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03442361,False
,"But it hasn't been bliss, either.","But ""it hasn't been bliss, either.",0.7419412781,,,,wsj.6.001424,wsj.259931,True
,I want my body fixed now.,I want my body fixed now.,0.764140503,,,,cocaspok1991.6.000201,cocaspok1991.0003216,False
,The sun does not like me.,The sun does not like me.,0.7745338985,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01948118,False
,It's the most obvious solution: Escape.,It's the most obvious solution: Escape.,0.7381926706,,,,cornellmov.6.023986,cornellmov.0142963,False
,Exclusive same day service in Minneapolis.,Exclusive same day service in Minneapolis.,0.7784046217,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02336059,False
,We've been doing it for decades.,We've been doing it for decades.,0.736220408,,,,cocaspok2011.6.010671,cocaspok2011.0136662,False
,Allison's green eyes sparkled with excitement.,Allison's green eyes sparkled with excitement.,0.7644011311,,,,torontomyst.6.099307,torontomyst.1316648,False
,Kill me and you destroy yourself.,Kill me and you destroy yourself.,0.7388519827,,,,torontomyst.6.044804,torontomyst.631314,False
,"We should just, well, make sure.","We should just, well, make sure.",0.7420774588,,,,torontofantasy.6.299351,torontofantasy.3922828,False
,"Again horrible story, but great info!","Again horrible story, but great info!",0.7650233841,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00111794,False
,We're creating more excitement and traffic.,We're creating more excitement and traffic.,0.7277111782,,,,wsj.6.000533,wsj.097599,False
,Not another one of the Garde.,Not another one of the Garde.,0.750728868,,,,torontofantasy.6.160253,torontofantasy.2179737,False
,Did he say anything to you?,Did he say anything to you?,0.7538414911,,,,cornellmov.6.000999,cornellmov.0005510,False
,"I don't want to see, goddammit!","I don't want to see, goddammit!",0.7829191554,,,,cornellmov.6.020306,cornellmov.0118789,False
,That's another way of putting it.,That's another way of putting it.,0.746900236,,,,cocaspok2005.6.007113,cocaspok2005.0109161,False
,Spasticity is caused by burkholderia mallei.,Spasticity is caused by burkholderia mallei.,0.7840831289,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02432402,False
,There's nothing coming on back here.,There's nothing coming on back here.,0.7716856725,,,,cocaspok1990.6.000231,cocaspok1990.0003967,False
,Now off to the putting green.,Now off to the putting green.,0.7638752933,,,,cocaspok1993.6.001673,cocaspok1993.0023327,False
,Neither result would serve American interests.,Neither result would serve American interests.,0.7462124938,,,,wsj.6.001213,wsj.222382,False
,But he is in New Orleans.,But he is in New Orleans.,0.7815373441,,,,torontomyst.6.166029,torontomyst.2129808,False
,And I'm bored with this prattle.,And I'm bored with this prattle .,0.7638731197,,,,cornellmov.6.032831,cornellmov.0199676,True
,"Share bath, maybe -- but share refrigerator??","Share bath, maybe -- but share refrigerator??",0.7807337608,,,,brown.6.001351,brown.025993,False
,Kaidan Rowe was a Hottie McHotters.,Kaidan Rowe was a Hottie McHotters.,0.8028073924,,,,torontofantasy.6.238071,torontofantasy.3169020,False
,These people don't even know me.,"""These people don't even know me.""",0.7505570326,,,,wsj.6.001168,wsj.211553,True
,The switchboard is lightening up downtown.,The switchboard is lightning up downtown.,0.7693917924,,,,cornellmov.6.028597,cornellmov.0172641,True
,One thing was becoming increasingly sure.,One thing was becoming increasingly sure.,0.7281639124,,,,brown.6.001233,brown.024694,False
,Amanda followed close on his heels.,Amanda followed close on his heels.,0.7627999907,,,,torontoadv.6.018036,torontoadv.319805,False
,You want me to sing something?,You want me to sing something?,0.7424994087,,,,cornellmov.6.036299,cornellmov.0222082,False
,Mac steadied his voice with effort..,Mac steadied his voice with effort..,0.7488792621,,,,torontomyst.6.158185,torontomyst.2034173,False
,Ross and Associates represented the buyers.,Ross and Associates represented the buyers.,0.7664758658,,,,wsj.6.002303,wsj.418336,False
,We accepted the FBI files matter.,We accepted the FBI files matter.,0.7579510554,,,,cocaspok1999.6.007486,cocaspok1999.0099357,False
,I have friends in King's Landing.,I have friends in King's Landing.,0.7695418517,,,,torontofantasy.6.466543,torontofantasy.6064446,False
,Greet my flowers in trembling bliss?,Greet my flowers in trembling bliss?,0.7804482173,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02803475,False
,Others information are not edited usually.,Others information are not edited usually.,0.7373725386,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01175647,False
,Please developer just get a queue.,Please developer just get a queue.,0.7425650199,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00332700,False
,Thanks for the opportunity to win!,Thanks for the opportunity to win!,0.7400146138,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01178785,False
,Only his two sons understood him.,Only his two sons understood him.,0.7440735427,,,,torontoadv.6.050724,torontoadv.854201,False
,"Yeah, everything is ready to go.","Yeah, everything is ready to go.",0.7662119951,,,,cocaspok1993.6.000554,cocaspok1993.0008057,False
,All Karen women seem to smoke.,All Karen women seem to smoke.,0.7638204898,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02935428,False
,What a shocking thing to say!,What a shocking thing to say!,0.7583793615,,,,torontofantasy.6.095143,torontofantasy.1391967,False
,Aerosols were collected in 18 homes.,Aerosols were collected in 18 homes.,0.7935598785,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04547554,False
,Now the region is heavily populated.,Now the region is heavily populated.,0.7462626344,,,,cocaspok2006.6.000567,cocaspok2006.0008637,False
,There were chairs for twenty visitors.,There were chairs for twenty visitors.,0.7473398967,,,,torontomyst.6.039315,torontomyst.560840,False
,They were in the war together.,They were in the war together.,0.759833878,,,,wsj.6.001096,wsj.200550,False
,"Spare yourself the humiliation, the degradation...","Spare yourself the humiliation, the degradation...",0.7478667944,,,,cornellmov.6.040632,cornellmov.0250552,False
,We're here for your entrepreneurial endeavors!,We're here for your entrepreneurial endeavors!,0.7504913586,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03079479,False
,"And on Pyke, there as well.","And on Pyke, there as well.",0.7679926471,,,,torontofantasy.6.463017,torontofantasy.6021428,False
,The night was too quiet then.,The night was too quiet then.,0.7412192266,,,,torontofantasy.6.448133,torontofantasy.5831928,False
,"You know, keep your shirt on.","You know, keep your shirt on.",0.7500235001,,,,cocaspok2010.6.002865,cocaspok2010.0036963,False
,Apollo speared him with his scowl.,Apollo speared him with his scowl.,0.7767567967,,,,torontofantasy.6.294746,torontofantasy.3851697,False
,Only the philosopher knows the truth.,Only the philosopher knows the truth.,0.7630853254,,,,brown.6.000297,brown.005054,False
,"I hope you'll be happy, Sarah.","I hope you'll be happy, Sarah.",0.7599063643,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04044818,False
,Christmas wish granted - our UAB arrived!,Christmas wish granted- our UAB arrived!,0.7781406845,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04575413,True
,"There's no ands, ifs or buts.","There's no ands, ifs or buts.",0.8093144628,,,,cocaspok1990.6.000051,cocaspok1990.0000880,False
,I was sorry about those decisions.,I was sorry about those decisions.,0.744998219,,,,cocaspok1995.6.003609,cocaspok1995.044307,False
,"Hard hats, bulldozers and lunch provided.","""Hard hats, bulldozers and lunch provided.""",0.7710683076,,,,wsj.6.002018,wsj.365248,True
,What are some carpal tunnel treatments?,What are Some Carpal Tunnel Treatments?,0.7798052009,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04746890,True
,He gave me one final hug..,He gave me one final hug..,0.7486081269,,,,torontomyst.6.152299,torontomyst.1957189,False
,Always recommend them to my friends.,Always recommend them to my friends.,0.7363054062,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01504324,False
,"But you weren't close, were you?","But you weren't close, were you?",0.7271434346,,,,cornellmov.6.020037,cornellmov.0117202,False
,So it needs that artistic flair.,So it needs that artistic flair.,0.746905295,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01916686,False
,"Well, that close to 50 pounds.","Well, that close to 50 pounds.",0.7622222795,,,,cocaspok1997.6.006876,cocaspok1997.0084287,False
,Vi joined in on the joke.,Vi joined in on the joke.,0.7931606063,,,,torontofantasy.6.052728,torontofantasy.766351,False
,"Bloomberg said it is ""not interested"".","Bloomberg said it is ""not interested.""",0.7602884582,,,,wsj.6.002920,wsj.529832,True
,And I turned my head slightly.,And I turned my head slightly.,0.7548707459,,,,torontofantasy.6.307672,torontofantasy.4036015,False
,He makes fire come from heaven.,He makes fire come from heaven.,0.7741685044,,,,torontomyst.6.058957,torontomyst.813787,False
,I will look further into this.,I will look further into this.,0.7513135285,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01463137,False
,Who said I was a lady?,Who said I was a lady?,0.7649379702,,,,cornellmov.6.001604,cornellmov.0008810,False
,"Facebook could be much, much worse.","Facebook could be much, much worse.",0.7464848898,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00544603,False
,Or maybe I call you -- tonight??,Or maybe I call you -- tonight??,0.7533487531,,,,brown.6.000970,brown.019543,False
,All these need to be enquired.,All these need to be enquired.,0.7346592431,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04784254,False
,"They found bolt cutters, screwdriver, hammer.","They found bolt cutters, screwdriver, hammer.",0.7778094455,,,,cocaspok1993.6.005975,cocaspok1993.0074367,False
,I was a mentor to her.,I was a mentor to her.,0.7443195109,,,,cornellmov.6.010352,cornellmov.0058971,False
,"Lives and works in Nashville, TN.","Lives and works in Nashville, TN.",0.7932151639,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04769804,False
,Thal tested the other two pistols.,Thal tested the other two pistols.,0.7759939306,,,,torontofantasy.6.011488,torontofantasy.170344,False
,Mister Seor Love Daddy is cool.,Mister Seor Love Daddy is cool.,0.8266737984,,,,cornellmov.6.008665,cornellmov.0049646,False
,Or at least live apart peacefully.,Or at least live apart peacefully.,0.7519871033,,,,wsj.6.000427,wsj.077629,False
,He's got to start winning now.,He's got to start winning now.,0.7643505533,,,,cocaspok2004.6.001273,cocaspok2004.0021048,False
,I can make my own decisions.,I can make my own decisions.,0.7490277672,,,,cornellmov.6.003733,cornellmov.0020965,False
,Cynthia Ginter The Resource Foundation Inc.,Cynthia Ginter The Resource Foundation Inc.,0.8048196198,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01059832,False
,There is nothing freaky about freekeh.,There is nothing freaky about freekeh.,0.7742640593,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04372901,False
,It is absolutely a buyout candidate.,It is absolutely a buyout candidate.,0.7492719264,,,,wsj.6.001174,wsj.212330,False
,The man was so not laughing.,The man was so not laughing.,0.7590154343,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04672629,False
,He never shoot a single rabbit.,He never shoot a single rabbit.,0.7724440722,,,,cocaspok1993.6.000269,cocaspok1993.0004334,False
,Arnold Engineering isn't part of Engelhard.,Arnold Engineering isn't part of Engelhard.,0.7823486794,,,,wsj.6.002219,wsj.403812,False
,Except it was John and Vicki!,Except it was John and Vicki!,0.7725840476,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03268051,False
,It is also being sold furnished.,It is also being sold furnished.,0.7434575882,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02734354,False
,You'll have to take a supplement.,You'll have to take a supplement.,0.7558386909,,,,cocaspok2000.6.005186,cocaspok2000.0088116,False
,We wouldn't do that to you.,We wouldn't do that to you.,0.7445194966,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04198952,False
,A different article on that one.,A different article on that one.,0.7417088525,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01160340,False
