sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_use
They stabbed her fifty three times!,mid,0.967741935483871,cornellmov.6.025023,mid.01521,cornellmov.0149807,1521,0.95283735
"Cursing, Tucker skidded to a stop.",mid,0.75,torontomyst.6.134595,mid.01522,torontomyst.1743336,1522,0.9304455
"That was the whole idea, Padan.",mid,0.9242424242424242,torontofantasy.6.417709,mid.01523,torontofantasy.5482821,1523,0.94491374
"It was small, with brown hair.",mid,0.7547169811320755,torontofantasy.6.026002,mid.01524,torontofantasy.387941,1524,0.92127466
I send my condolences to Sandy.,mid,0.8225806451612904,cocaspok2006.6.001506,mid.01525,cocaspok2006.0025294,1525,0.92757356
We don't care about the mark.,mid,0.8157894736842105,cornellmov.6.039251,mid.01526,cornellmov.0241407,1526,0.9203232
The elevator shuddered and shot upward.,mid,0.8552631578947368,torontofantasy.6.089215,mid.01527,torontofantasy.1319683,1527,0.9694373
While the hare's doing her hair.,mid,0.8392857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.035654,mid.01528,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00957449,1528,0.9220483
TJones set IRC Nick to Trey314159.,mid,0.8771929824561403,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.024246,mid.01529,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00643653,1529,0.96178216
"Interior storage under stairs ideas, stairs.",mid,0.85,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.068174,mid.01530,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01823163,1530,0.9908723
I want to look more mature.,mid,0.8648648648648649,cocaspok2010.6.009041,mid.01531,cocaspok2010.0117951,1531,0.9284121
"Nate asked, his voice dangerously calm.",mid,0.775,torontofantasy.6.291543,mid.01532,torontofantasy.3805801,1532,0.93120086
"He commanded, his voice gone shrill.",mid,0.8157894736842105,torontofantasy.6.461505,mid.01533,torontofantasy.6001770,1533,0.92870694
"You got yourself a computer, Alma.",mid,0.7916666666666666,cornellmov.6.000213,mid.01534,cornellmov.0001319,1534,0.9352014
"Be forward, I heard Finn say.",mid,0.7666666666666667,torontomyst.6.015853,mid.01535,torontomyst.226922,1535,0.92302966
Need any bridal hair styling advice?,mid,0.8450704225352113,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.150471,mid.01536,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04028214,1536,0.9587316
Is this all we got left?,mid,0.6621621621621622,cornellmov.6.002489,mid.01537,cornellmov.0014098,1537,0.91376615
"First, misconceptions over the sewer system.",mid,0.7619047619047619,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.146614,mid.01538,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03993817,1538,0.977764
"Next, the kitchen light came on.",mid,0.72,cocaspok1999.6.001224,mid.01539,cocaspok1999.0016874,1539,0.9359435
"Jonathan, I'm begging you, please stop!",mid,0.847457627118644,torontofantasy.6.150364,mid.01540,torontofantasy.2045050,1540,0.9223866
The corporate media was swarming everywhere.,mid,0.875,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.041852,mid.01541,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01131129,1541,0.95191896
It was founded on which date?,mid,0.6666666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.007779,mid.01542,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00209546,1542,0.9821197
Who was staring at his house.,mid,0.7014925373134329,torontofantasy.6.408211,mid.01543,torontofantasy.5343923,1543,0.9347091
I put on my special joggers.,mid,0.8253968253968254,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.018971,mid.01544,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00511087,1544,0.93608135
"His hair, too, is expertly coiffured.",mid,0.8305084745762712,torontofantasy.6.037113,mid.01545,torontofantasy.551594,1545,0.89886826
A helicopter swooped into view ahead.,mid,0.8035714285714286,torontomyst.6.132661,mid.01546,torontomyst.1719387,1546,0.93518513
He kicked a gall pretty good.,mid,0.8271604938271605,cocaspok2002.6.006150,mid.01547,cocaspok2002.0092654,1547,0.89806217
I've only got a minute left.,mid,0.7586206896551724,cocaspok2004.6.006258,mid.01548,cocaspok2004.0096081,1548,0.90632087
My idea of masterful movie making.,mid,0.7894736842105263,brown.6.001100,mid.01549,brown.021602,1549,0.93081355
Coming up on the left flank.,mid,0.7719298245614035,torontofantasy.6.170744,mid.01550,torontofantasy.2313655,1550,0.9283483
Must be a real soft pillow.,mid,0.864406779661017,cornellmov.6.012062,mid.01551,cornellmov.0068523,1551,0.91896117
I stabbed him again and again.,mid,0.9166666666666666,torontofantasy.6.360079,mid.01552,torontofantasy.4721931,1552,0.9153824
"Jade, what can I fix you?",mid,0.8493150684931506,cornellmov.6.030072,mid.01553,cornellmov.0182018,1553,0.9380834
All that was left was ash.,mid,0.8888888888888888,torontoadv.6.008261,mid.01554,torontoadv.138741,1554,0.9110692
They launched the space shuttle yesterday.,mid,0.7666666666666667,cornellmov.6.029121,mid.01555,cornellmov.0176076,1555,0.95052344
We stay in the forests here.,mid,0.7272727272727273,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.072987,mid.01556,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01968363,1556,0.95274097
"I put him out there, Sam.",mid,0.7719298245614035,cornellmov.6.040949,mid.01557,cornellmov.0252646,1557,0.89986616
Morgan Thomas was two for four.,mid,0.810126582278481,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.159803,mid.01558,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04323185,1558,0.9466742
Beautiful photos of a beautiful couple!,mid,0.859375,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.170345,mid.01559,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04557634,1559,0.95963246
The king decreed his mental state.,mid,0.82,torontofantasy.6.039423,mid.01560,torontofantasy.572482,1560,0.950447
I think that's a little crass.,mid,0.8431372549019608,cocaspok2010.6.011791,mid.01561,cocaspok2010.0152725,1561,0.9089629
Outside the little kitchen he paused.,mid,0.6964285714285714,torontofantasy.6.250801,mid.01562,torontofantasy.3325897,1562,0.94279957
The same applied to the cat.,mid,0.7454545454545455,torontofantasy.6.114657,mid.01563,torontofantasy.1637879,1563,0.9537625
And do not worry for Max.,mid,0.8076923076923077,torontofantasy.6.432163,mid.01564,torontofantasy.5701988,1564,0.9578606
He put his arm around her.,mid,0.7411764705882353,torontomyst.6.066743,mid.01565,torontomyst.925113,1565,0.9290988
I talk to Willie every day.,mid,0.7796610169491526,cocaspok2001.6.007269,mid.01566,cocaspok2001.0109628,1566,0.9251969
Where did you disappear to yesterday?,mid,0.7368421052631579,torontoadv.6.002870,mid.01567,torontoadv.55473,1567,0.9502355
It's good for our rural economy.,mid,0.8363636363636363,cocaspok1990.6.002644,mid.01568,cocaspok1990.0042284,1568,0.94666076
"For more details, see Sharpen photos.",mid,0.8070175438596491,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.180362,mid.01569,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04877471,1569,1.0048437
His fate is now still unknown.,mid,0.6551724137931034,cocaspok2005.6.006412,mid.01570,cocaspok2005.0100609,1570,0.9250252
"Well, your home is your castle.",mid,0.8648648648648649,cocaspok2006.6.007301,mid.01571,cocaspok2006.0114373,1571,0.9426905
"Light, his socket was throbbing again.",mid,0.864406779661017,torontofantasy.6.205109,mid.01572,torontofantasy.2777878,1572,0.90811944
Put down the cup of coffee.,mid,0.7894736842105263,brown.6.001013,mid.01573,brown.020029,1573,0.9383078
Open the folder MQL4 and indicators.,mid,0.7966101694915254,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.072478,mid.01574,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01964429,1574,0.9919489
I don't -- I have no idea.,mid,0.7666666666666667,cocaspok1999.6.009037,mid.01575,cocaspok1999.0117508,1575,0.96966743
Long as it ain't too dirty.,mid,0.7397260273972602,cornellmov.6.021843,mid.01576,cornellmov.0128722,1576,0.9046124
"Third, do the first things first.",mid,0.819672131147541,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.175755,mid.01577,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04703105,1577,0.95494163
Homeowners insurance is put in place.,mid,0.7222222222222222,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.151622,mid.01578,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04090792,1578,0.9702355
Will they pass the Bulgarian border?,mid,0.84,torontofantasy.6.085043,mid.01579,torontofantasy.1260103,1579,0.95201385
Many times they binge earlier nausea.,mid,0.8153846153846154,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.124062,mid.01580,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03349954,1580,0.9534027
Left is the more expensive suit.,mid,0.8392857142857143,cocaspok2000.6.007480,mid.01581,cocaspok2000.0118280,1581,0.9398006
You... left it down at Greely's.,mid,0.8433734939759037,cornellmov.6.040191,mid.01582,cornellmov.0247609,1582,0.9052866
There's nothing left for me here.,mid,0.8552631578947368,cornellmov.6.037130,mid.01583,cornellmov.0227279,1583,0.93649054
"You gotta idea, spit it out.",mid,0.8873239436619719,cornellmov.6.004701,mid.01584,cornellmov.0026435,1584,0.9131235
Its great for a double date.,mid,0.8795180722891566,cocaspok2011.6.000342,mid.01585,cocaspok2011.0003759,1585,0.92253137
This whole trip was Moore's idea.,mid,0.7714285714285715,torontomyst.6.039720,mid.01586,torontomyst.567988,1586,0.93521285
Joe poured another shot for himself.,mid,0.8088235294117647,torontoadv.6.010643,mid.01587,torontoadv.182050,1587,0.91037756
"Martin returned, handing me a mug.",mid,0.759493670886076,torontomyst.6.171436,mid.01588,torontomyst.2180628,1588,0.9249183
Now we are only sixteen left.,mid,0.7945205479452054,torontoadv.6.042813,mid.01589,torontoadv.728944,1589,0.94315016
Still no idea what this is.,mid,0.7121212121212122,cocaspok2004.6.007127,mid.01590,cocaspok2004.0108496,1590,0.95422584
"Okay, this wasn't a good idea.",mid,0.746268656716418,torontofantasy.6.359737,mid.01591,torontofantasy.4718317,1591,0.927165
I'd like to put things right.,mid,0.6933333333333334,cornellmov.6.032614,mid.01592,cornellmov.0198239,1592,0.90213966
Give my blessing to the girl.,mid,0.7818181818181819,cornellmov.6.035411,mid.01593,cornellmov.0216110,1593,0.9244307
The Queen's smile left her face.,mid,0.8529411764705882,torontofantasy.6.236800,mid.01594,torontofantasy.3152449,1594,0.9327929
A crystal vial sat on it.,mid,0.8260869565217391,torontofantasy.6.029898,mid.01595,torontofantasy.432367,1595,0.93689185
"Melissa: No, that idea went away.",mid,0.78125,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.022763,mid.01596,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00613512,1596,0.9292355
Max... what are you talking about?,mid,0.7972972972972973,cornellmov.6.005658,mid.01597,cornellmov.0032249,1597,0.9318494
History is written by the victor.,mid,0.8448275862068966,cornellmov.6.022861,mid.01598,cornellmov.0135754,1598,0.9521175
"The bigger the hair, the better.",mid,0.9629629629629628,cocaspok2001.6.005018,mid.01599,cocaspok2001.0078589,1599,0.91721237
The College is on your left.,mid,0.8918918918918919,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.082911,mid.01600,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02215640,1600,0.9263267
The plastic wrap thing is fun.,mid,0.7894736842105263,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.071998,mid.01601,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01921562,1601,0.9333656
Her mouth was a thin line.,mid,0.9285714285714286,torontomyst.6.089294,mid.01602,torontomyst.1200961,1602,0.9136555
I haven't got the vaguest idea.,mid,0.8026315789473685,cocaspok1990.6.001200,mid.01603,cocaspok1990.0019729,1603,0.92721254
Tick felt tears glisten his eyes.,mid,0.8846153846153846,torontofantasy.6.460030,mid.01604,torontofantasy.5982106,1604,0.9102929
His third stride was his last.,mid,0.75,torontofantasy.6.233508,mid.01605,torontofantasy.3110722,1605,0.94007355
Turn left into the parking lot.,mid,0.71875,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.094568,mid.01606,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02563268,1606,0.93869317
"He, he never went to church.",mid,0.9193548387096774,cocaspok2010.6.001012,mid.01607,cocaspok2010.0013512,1607,0.9181891
They never did put her under.,mid,0.8888888888888888,cornellmov.6.015796,mid.01608,cornellmov.0090239,1608,0.93643945
My breath made the hair flutter.,mid,0.8245614035087719,torontofantasy.6.137941,mid.01609,torontofantasy.1886325,1609,0.91214633
Meilin put her finger on it.,mid,0.8873239436619719,torontofantasy.6.371089,mid.01610,torontofantasy.4853770,1610,0.9029056
Find your way in the Cloud.,mid,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.144605,mid.01611,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03909687,1611,0.9429349
But Nick would not let go.,mid,0.7142857142857143,brown.6.001044,mid.01612,brown.020470,1612,0.9287173
"I mean, they had the summit.",mid,0.6935483870967742,cocaspok1996.6.007015,mid.01613,cocaspok1996.0088439,1613,0.9320717
Let's individually start with Bruce Jenner.,mid,0.9577464788732394,cocaspok1999.6.003902,mid.01614,cocaspok1999.0052992,1614,0.9433758
Are you a budding young feminist?,mid,0.9333333333333332,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.164296,mid.01615,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04395411,1615,0.94113034
"Can I tell you something, Maria?",mid,0.8421052631578947,torontofantasy.6.072114,mid.01616,torontofantasy.1066408,1616,0.93655616
"That was preposterous, high school, unfathomable.",mid,0.8181818181818182,torontofantasy.6.407960,mid.01617,torontofantasy.5339733,1617,0.90597636
The hair on his arms raised.,mid,0.7402597402597403,torontofantasy.6.421140,mid.01618,torontofantasy.5554372,1618,0.91872185
Thems nearly all I had left.,mid,0.8181818181818182,torontoadv.6.051714,mid.01619,torontoadv.870166,1619,0.90611124
Mark your calendar and get planning!,mid,0.7592592592592593,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.145144,mid.01620,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03914716,1620,0.9764545
Get more snatch by the batch!,mid,0.8805970149253731,cornellmov.6.020640,mid.01621,cornellmov.0121037,1621,0.95323706
Jonathan was such a beautiful man.,mid,0.9054054054054054,cornellmov.6.031160,mid.01622,cornellmov.0189091,1622,0.9038242
Put it here at the end.,mid,0.7368421052631579,torontofantasy.6.241901,mid.01623,torontofantasy.3212660,1623,0.9228804
"Max tipped his head, accepting that.",mid,0.6507936507936508,torontofantasy.6.453039,mid.01624,torontofantasy.5882957,1624,0.91098523
"Bill Tucker, thank you very much.",mid,0.8225806451612904,cocaspok2009.6.006567,mid.01625,cocaspok2009.0083792,1625,0.928994
"Rick, I want to test this.",mid,0.7192982456140351,cocaspok1994.6.005309,mid.01626,cocaspok1994.0067561,1626,0.9172605
I had the best date ever.,mid,0.8947368421052632,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.114024,mid.01627,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03062362,1627,0.9225318
A complimentary continental breakfast is included.,mid,0.8679245283018868,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.182359,mid.01628,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04890141,1628,0.9970201
It's even more fabulous in person.,mid,0.6714285714285714,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.067138,mid.01629,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01812192,1629,0.934542
And that's what he had yesterday.,mid,0.6666666666666666,cocaspok2012.6.007028,mid.01630,cocaspok2012.088691,1630,0.92591304
I begin fiddling with my hair.,mid,0.8421052631578947,torontofantasy.6.189557,mid.01631,torontofantasy.2576706,1631,0.92928946
You can't put them near kids.,mid,0.8133333333333334,cocaspok2007.6.003202,mid.01632,cocaspok2007.0039449,1632,0.93298185
He had five more canisters left.,mid,0.819672131147541,torontoadv.6.039492,mid.01633,torontoadv.673545,1633,0.9225818
Her eyes darted to the left.,mid,0.84,torontofantasy.6.442840,mid.01634,torontofantasy.5792614,1634,0.9104001
Turn left on to Bass Pro.,mid,0.9193548387096774,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.007451,mid.01635,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00201143,1635,0.9461354
You created a unique scotch glass.,mid,0.875,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.177282,mid.01636,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04819352,1636,0.950301
"After Hollin left, the hours dragged.",mid,0.7916666666666666,torontofantasy.6.228648,mid.01637,torontofantasy.3053444,1637,0.9496446
He flicked a glance at Thomas.,mid,0.7241379310344828,torontomyst.6.155661,mid.01638,torontomyst.2001186,1638,0.90392226
Saavik: Where is the Reliant crew?,mid,0.7627118644067796,cornellmov.6.024199,mid.01639,cornellmov.0144448,1639,0.9607178
"Folks, we're off to the kitchen.",mid,0.7721518987341772,cocaspok2011.6.005941,mid.01640,cocaspok2011.0074634,1640,0.9098714
That's a right smart of money...,mid,0.7571428571428571,cornellmov.6.027592,mid.01641,cornellmov.0166379,1641,0.92671996
Why should plastic not be banned?,mid,0.8813559322033898,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.181705,mid.01642,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04942155,1642,0.97224665
Her body felt starved and thin.,mid,0.9041095890410958,torontofantasy.6.427501,mid.01643,torontofantasy.5639510,1643,0.9444874
It's all sweetness mixed with dread.,mid,0.8108108108108109,torontofantasy.6.252220,mid.01644,torontofantasy.3342915,1644,0.9108522
"They are amazing, smart, young people.",mid,0.7719298245614035,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.122051,mid.01645,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03270686,1645,0.9386833
And I have no idea why.,mid,0.6875,cornellmov.6.006867,mid.01646,cornellmov.0039447,1646,0.96003616
