sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_glove
And that petite lasagna looks amazing!,high,0.85,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.065912,high.01418,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01761015,1418,0.24093388712622804
"This is the guy, Gary Giordano.",high,0.8166666666666667,cocaspok2011.6.007261,high.01419,cocaspok2011.0092238,1419,0.2104372908169056
Did the swine flu ground Jacko?,high,0.8260869565217391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.000051,high.01420,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00001733,1420,0.28703188077819297
Do Texas sheet cakes have nuts?,high,0.896551724137931,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.036708,high.01421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00977578,1421,0.2505204547613685
True analog bypass or DSP bypass.,high,0.8235294117647058,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.014076,high.01422,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00379961,1422,0.4070391343869571
"Oh my son, my poor son!",high,0.8289473684210527,cornellmov.6.000324,high.01423,cornellmov.0002012,1423,0.26996712915499665
"Aw, c'mon, it's just a bug.",high,0.8285714285714286,cornellmov.6.013617,high.01424,cornellmov.0077295,1424,0.30381502505700675
Rent a Bentley in Courmayeur Italy.,high,0.8260869565217391,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.012705,high.01425,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00338710,1425,0.31909831004289263
Penny and Keith had no romance.,high,0.8787878787878788,brown.6.000146,high.01426,brown.001880,1426,0.20943194267865545
"Please RSVP by Monday, October 29th.",high,0.9491525423728814,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.021219,high.01427,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00566825,1427,0.3604943821278174
"Oh, God, I love you, son.",high,0.8103448275862069,cornellmov.6.024861,high.01428,cornellmov.0148812,1428,0.2226819737919345
"Larry Kelley of Yale, wise guy.",high,0.8421052631578947,cocaspok1996.6.005243,high.01429,cocaspok1996.0065836,1429,0.29146480035364236
Free and legal Texas Holdem tournaments.,high,0.8793103448275862,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.077256,high.01430,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02094196,1430,0.34106508975093613
Fangs cut through Derek's disfigured lips.,high,0.8727272727272727,torontofantasy.6.340241,high.01431,torontofantasy.4483420,1431,0.39084155531186554
Decorate with pineapple pieces and cherries.,high,0.8873239436619719,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.169245,high.01432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04587895,1432,0.33688358495134535
The King's stinking son fired me.,high,0.8787878787878788,cornellmov.6.035805,high.01433,cornellmov.0218417,1433,0.23484860322308046
Wanda Barzee and Brian David Mitchell.,high,0.8461538461538461,cocaspok2010.6.011978,high.01434,cocaspok2010.0155005,1434,0.40172414123947786
"With extra fried egg, double sinful!",high,0.8392857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.021677,high.01435,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00592011,1435,0.3163453120896563
"Bandits, rustlers, Texas rednecks, Kiowa, Comanche.",high,0.9454545454545454,cornellmov.6.033618,high.01436,cornellmov.0204773,1436,0.7266931328029771
"Up first, the Daredevil recap page!",high,0.8266666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.002414,high.01437,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00066413,1437,0.22650899930576723
"In Washington, Brian Wilson, Fox News.",high,0.8695652173913043,cocaspok2005.6.001242,high.01438,cocaspok2005.0023212,1438,0.30219195287084955
"Nice guy, for an enamel surgeon.",high,0.8507462686567164,cornellmov.6.003607,high.01439,cornellmov.0020151,1439,0.22882339750342956
Made at the London Jewellery Quarter.,high,0.8363636363636363,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.032865,high.01440,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00886315,1440,0.24579492983709567
The Yellowstone Caldera is acting weird.,high,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.055624,high.01441,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01488230,1441,0.2654764444742491
"June 14, 2014 in Photos, Safari.",high,0.926829268292683,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.094680,high.01442,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02530373,1442,0.33249988768717076
But would Scarecrow really beat Wolverine?,high,0.9454545454545454,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.122251,high.01443,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03286638,1443,0.23181767096101777
I love Lush's cute Easter stuff!,high,0.8082191780821918,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.083098,high.01444,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02276483,1444,0.27421283958007986
Cambodian Service is Sunday at 11:00am.,high,0.8297872340425532,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.184628,high.01445,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04971657,1445,0.26241516225439554
Recently invaded Germany and besieged Hamburg.,high,0.8378378378378378,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.121177,high.01446,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03279106,1446,0.38168350855303057
"East Bangor, Pennsylvania Good evening, gentlemen.",high,0.8372093023255814,cocaspok1991.6.002369,high.01447,cocaspok1991.0038546,1447,0.33026293215245217
It's like the Garden of Eden...,high,0.8541666666666666,cornellmov.6.005178,high.01448,cornellmov.0029171,1448,0.23414783922025467
Oh dear god take me now!,high,0.7631578947368421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.043150,high.01449,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01173621,1449,0.2215626613771204
"Wallack, Lester's son and James's grandson.",high,0.8089887640449438,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.173097,high.01450,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04679363,1450,0.41925315321986667
View our headlining tattoo artist Gator.,high,0.8524590163934426,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.181639,high.01451,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04860919,1451,0.3241313648696074
"Top with mozzarella, mushrooms, and peppers.",high,0.9672131147540984,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.125617,high.01452,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03391464,1452,0.36388025198931573
Gary Tuchman live in Little Havana.,high,0.8064516129032258,cocaspok2000.6.002330,high.01453,cocaspok2000.0039917,1453,0.2759125664974936
"Man, this guy -- this guy's great.",high,0.7924528301886793,cocaspok2007.6.006139,high.01454,cocaspok2007.0081833,1454,0.21947567640176666
So does half of San Diego.,high,0.8823529411764706,cornellmov.6.014768,high.01455,cornellmov.0084079,1455,0.20926479809191756
Plumbing Apprenice courses start September 2019!,high,0.7936507936507936,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.025469,high.01456,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00676073,1456,0.3759406972294775
Egg coloring kits are half off!,high,0.8983050847457628,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.035228,high.01457,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00952059,1457,0.2652412519065607
"Homer Simpson is hungry, very hungry.",high,0.9833333333333332,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.166080,high.01458,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04487527,1458,0.2743285591815376
"Robert Boochever, Juneau, Alaska, for appellees.",high,0.7972972972972973,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.169057,high.01459,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04540865,1459,0.4932584349542015
The Party Pineapple tank is here.,high,0.8840579710144928,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.046405,high.01460,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01255236,1460,0.21470225859806297
Shimmer snorted and shook her mane.,high,0.8082191780821918,torontofantasy.6.007535,high.01461,torontofantasy.108063,1461,0.38148562839410805
"Underground sign, Big Ben, London 2013.",high,0.9117647058823528,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.139870,high.01462,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03761163,1462,0.2965998192386789
"I had no choice, Old Son.",high,0.9107142857142856,torontomyst.6.006802,high.01463,torontomyst.96652,1463,0.18907743349991246
"Andy, Catie, and Sharon waved goodbye.",high,0.8108108108108109,torontoadv.6.028722,high.01464,torontoadv.503994,1464,0.36664572174939714
"Beautiful and cute card, fabulous colouring.",high,0.76,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.131171,high.01465,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03574335,1465,0.3125312550430981
"His son Patrick, his widow Vicki.",high,0.8690476190476191,cocaspok2009.6.007159,high.01466,cocaspok2009.0090930,1466,0.325551914474111
Served with Asian basil and lime.,high,0.8658536585365854,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.172023,high.01467,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04619577,1467,0.31249407243580674
"Stefanie Ortolan, a pediatrician from France.",high,0.8166666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.094850,high.01468,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02602833,1468,0.3322986260907256
"Hi Brian, thanks for the sample.",high,0.7901234567901234,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.098097,high.01469,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02644635,1469,0.22798700908637776
"Niol licked his lips, tasted her.",high,0.9491525423728814,torontofantasy.6.442551,high.01470,torontofantasy.5790335,1470,0.37929827426322044
Future law student at Denver University.,high,0.8625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.084016,high.01471,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02269788,1471,0.30510412818453836
There's nearly 2 million in London.,high,0.8775510204081632,cornellmov.6.011417,high.01472,cornellmov.0064732,1472,0.27343235270937843
Nice bond between father and son.,high,0.9154929577464788,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.147588,high.01473,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03949599,1473,0.22124214960921137
"No, son, I didn't get fired.",high,0.835820895522388,cornellmov.6.033386,high.01474,cornellmov.0202997,1474,0.21532008052032334
"Cairo, Egypt, for Mel Gibson - hello.",high,0.9206349206349206,cocaspok1995.6.004376,high.01475,cocaspok1995.051184,1475,0.3495465579979912
Remember the coalition attack in London?,high,0.8363636363636363,cocaspok2006.6.002690,high.01476,cocaspok2006.0046079,1476,0.21542307313653433
"Eastern time; in nearby Copiapo, pandemonium.",high,0.8169014084507042,cocaspok2010.6.009940,high.01477,cocaspok2010.0129684,1477,0.327511845681621
And my son in intensive care.,high,0.9,cocaspok1994.6.003520,high.01478,cocaspok1994.0047587,1478,0.20539284396538976
"Lovejoy with me, not Chili Palmer.",high,0.8363636363636363,cornellmov.6.018536,high.01479,cornellmov.0107737,1479,0.2279707829387798
Acute flaccid paralysis due to rabies.,high,0.8793103448275862,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.130155,high.01480,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03510678,1480,0.4442696097748715
Cute pic with the camera too.,high,0.868421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.112761,high.01481,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03075320,1481,0.2213425048892787
Each bowl is handmade in Peru.,high,0.9117647058823528,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.086135,high.01482,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02303898,1482,0.24827008906936976
This is from Flips in Philadelphia.,high,0.9454545454545454,cocaspok2000.6.005957,high.01483,cocaspok2000.0097103,1483,0.21264667536880363
"Barbara meyers, Marriage, old dogs, retirement.",high,0.8421052631578947,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.056439,high.01484,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01525213,1484,0.33207388030259327
"Gary Strieker reports from Kotzebue, Alaska.",high,0.8309859154929577,cocaspok2004.6.004708,high.01485,cocaspok2004.0074103,1485,0.4300861757950961
"Friday, September 13th, 2013 at 4:38pm.",high,0.9298245614035088,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.130401,high.01486,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03518410,1486,0.3963053252592124
The capital of Ohio is Columbus.,high,0.96,cocaspok2000.6.001085,high.01487,cocaspok2000.0020370,1487,0.23848639292173177
"Wait a sec, Nicky, Nicky, Nicky.",high,0.9861111111111112,cornellmov.6.028261,high.01488,cornellmov.0170627,1488,0.39259548553751294
"His grin flashed, cocksure and sexy.",high,0.8548387096774194,torontofantasy.6.431771,high.01489,torontofantasy.5694865,1489,0.3324623407981239
"Congressman Henry Hyde, Republican of Illinois.",high,0.9154929577464788,cocaspok2001.6.007370,high.01490,cocaspok2001.0111863,1490,0.38582456322742315
Who -- that guy at the Zoo?,high,0.875,cornellmov.6.001975,high.01491,cornellmov.0011172,1491,0.18464948235462372
Texas steak dinner on a stick?,high,0.8620689655172413,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.044364,high.01492,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01206833,1492,0.25609295266852605
Your men did kill Kirk's son.,high,0.8765432098765432,cornellmov.6.024271,high.01493,cornellmov.0144904,1493,0.21730340081492786
Titanium Metals is a titanium producer.,high,0.9142857142857144,wsj.6.002284,high.01494,wsj.415491,1494,0.3657020874917229
Free puck retrieved by Matt Niskanen.,high,0.8591549295774648,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.140408,high.01495,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03790610,1495,0.4512454616975426
Or read tweets about Santa Barbara?,high,0.7714285714285715,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.150840,high.01496,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04036368,1496,0.24887188833687185
We'll go to Gary in Tennessee.,high,0.8421052631578947,cocaspok1993.6.009485,high.01497,cocaspok1993.0132803,1497,0.21164731415809726
Vinny looked like a symphony conductor.,high,0.7857142857142857,torontomyst.6.010076,high.01498,torontomyst.140486,1498,0.2645228928803248
Delicious Estonian cake full of blueberries.,high,0.863013698630137,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.107770,high.01499,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02912988,1499,0.338638018523755
I'm doing this for my son.,high,0.7142857142857143,torontofantasy.6.004857,high.01500,torontofantasy.66621,1500,0.2102524233325574
Church is not going to die.,mid,0.9295774647887324,cornellmov.6.022811,mid.01501,cornellmov.0135432,1501,0.1837502451769831
Identifying Marks: Scar on left cheek.,mid,0.8939393939393939,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.103638,mid.01502,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02775506,1502,0.3128842058633447
Finn let out a low whistle.,mid,0.8367346938775511,torontofantasy.6.337230,mid.01503,torontofantasy.4427920,1503,0.21907645652607205
It left Flemmi feeling pretty special.,mid,0.7288135593220338,torontomyst.6.177294,mid.01504,torontomyst.2253529,1504,0.20439896112341902
"Entrepreneurs are big picture, idea people.",mid,0.864406779661017,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.136172,mid.01505,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03688705,1505,0.20865670912485015
"Atmosphere: Small BYO, upscale and unique.",mid,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.080517,mid.01506,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02180556,1506,0.31909213384070684
What's left you gentlemen can have.,mid,0.7592592592592593,cornellmov.6.016191,mid.01507,cornellmov.0092748,1507,0.20247838167992668
"Thank you very much, Martin Lewis.",mid,0.8125,cocaspok2004.6.005185,mid.01508,cocaspok2004.0081692,1508,0.2012305529689732
Your parents came to my funeral.,mid,0.9365079365079364,cornellmov.6.016175,mid.01509,cornellmov.0092649,1509,0.20174718943684522
Wall corners make great storage additions.,mid,0.847457627118644,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.180429,mid.01510,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04879010,1510,0.27264724138011454
What is another word for poor?,mid,0.9420289855072465,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.059897,mid.01511,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01612030,1511,0.17717429270066198
